73.264091,497,2230,1733,0.004091
73.057319,497,2226,1729,0.007319
73.71537,499,2242,1743,0.00537
73.767074,499,2243,1744,0.007074
73.057319,497,2226,1729,0.007319
73.212394,497,2229,1732,0.002394
66.869308,364,1887,1523,0.009308
129.176803,807,3818,3011,0.006803
256.1427,1295,7061,5766,0.0027
31.212739,182,901,719,0.002739
6.550667,70,240,170,0.000667
2.491853,31,98,67,0.001853
9.793493,85,328,243,0.003493
143.671142,767,4029,3262,0.001142
191.624114,965,5276,4311,0.004114
128.903945,812,3821,3009,0.003945
29.011754,8115,10479,2364,0.001754
176.101577,990,5022,4032,0.001577
65.490379,387,1899,1512,0.000379
52.93774,305,1522,1217,0.00774
50.397087,297,1460,1163,0.007087
172.042465,1047,5039,3992,0.002465
127.049621,790,3749,2959,0.009621
120.331077,723,3509,2786,0.001077
135.350326,800,3925,3125,0.000326
135.837249,801,3936,3135,0.007249
125.602081,744,3645,2901,0.002081
92.337409,3630,7102,3472,0.007409
95.235,6360,10685,4325,0.005
93.008911,5751,9856,4105,0.008911
93.124748,5424,9445,4021,0.004748
90.927558,4055,7625,3570,0.007558
96.384681,2749,6013,3264,0.004681
135.20819,783,3894,3111,0.00819
119.756767,720,3493,2773,0.006767
93.786689,506,2639,2133,0.006689
78.719223,457,2269,1812,0.009223
77.431343,452,2236,1784,0.001343
58.528396,350,1704,1354,0.008396
134.661376,860,4011,3151,0.001376
96.812545,652,2939,2287,0.002545
87.855728,1347,3836,2489,0.005728
87.262405,1897,4619,2722,0.002405
94.267494,974,3402,2428,0.007494
92.272064,1029,3447,2418,0.002064
83.494308,2324,5130,2806,0.004308
87.140373,7313,11629,4316,0.000373
89.065925,7368,11755,4387,0.005925
86.213478,5627,9509,3882,0.003478
85.427032,5258,9022,3764,0.007032
84.781585,4572,8132,3560,0.001585
77.77436,4596,7972,3376,0.00436
78.493209,6259,10071,3812,0.003209
78.705375,3988,7220,3232,0.005375
92.514984,602,2774,2172,0.004984
82.287254,514,2432,1918,0.007254
92.607574,607,2784,2177,0.007574
93.484642,640,2855,2215,0.004642
93.796707,651,2879,2228,0.006707
94.125473,652,2887,2235,0.005473
92.147552,643,2834,2191,0.007552
92.61203,643,2843,2200,0.00203
88.882209,626,2743,2117,0.002209
93.145683,633,2837,2204,0.005683
89.316085,619,2740,2121,0.006085
95.148376,646,2897,2251,0.008376
93.670082,614,2816,2202,0.00008199999999
42.164615,9418,12535,3117,0.004615
7.535517,10794,12088,1294,0.005517
85.226676,1173,3522,2349,0.006676
82.109115,527,2450,1923,0.009115
79.12622,503,2353,1850,0.00622
72.079902,464,2153,1689,0.009902
70.620948,458,2115,1657,0.000948
70.413574,458,2111,1653,0.003574
181.881042,1067,5261,4194,0.001042
85.623733,574,2595,2021,0.003733
78.863403,528,2389,1861,0.003403
126.865432,774,3719,2945,0.005432
88.093109,559,2618,2059,0.003109
81.327781,538,2453,1915,0.007781
73.588462,495,2233,1738,0.008462
72.666984,490,2207,1717,0.006984
70.401,474,2137,1663,0.001
72.093437,487,2191,1704,0.003437
161.683151,983,4734,3751,0.003151
176.658721,1037,5111,4074,0.008721
161.475524,1009,4773,3764,0.005524
155.358337,984,4614,3630,0.008337
182.470672,1047,5239,4192,0.000672
160.363479,935,4629,3694,0.003479
166.007034,983,4817,3834,0.007034
125.400764,844,3806,2962,0.000764
137.437255,912,4150,3238,0.007255
137.663009,913,4156,3243,0.003009
158.833557,975,4666,3691,0.003557
149.238052,936,4417,3481,0.008052
137.10379,908,4137,3229,0.00379
133.036239,887,4024,3137,0.006239
131.588439,876,3978,3102,0.008439
125.34449,852,3818,2966,0.00449
125.137741,852,3814,2962,0.007741
122.816314,844,3756,2912,0.006314
119.090988,830,3661,2831,0.000988
118.349563,829,3645,2816,0.009563
113.106941,811,3514,2703,0.006941
126.6753,865,3865,3000,0.0053
132.124771,877,3990,3113,0.004771
140.889755,894,4187,3293,0.009755
193.271865,1154,5624,4470,0.001865
41.62387,231,1182,951,0.00387
62.045364,372,1808,1436,0.005364
72.602027,481,2191,1710,0.002027
88.750778,589,2680,2091,0.000778
96.150985,636,2900,2264,0.000985
82.027183,556,2496,1940,0.007183
77.363784,517,2342,1825,0.003784
81.386528,530,2441,1911,0.006528
6.497338,7934,8969,1035,0.007338
5.266764,6931,7800,869,0.006764
101.893974,638,3014,2376,0.003974
220.595245,1058,5984,4926,0.005245
77.868659,491,2309,1818,0.008659
